species,sample_1,sample_2
Ruminococcus_torques_62045,SRR18584983,SRR18585273
Ruminococcus_torques_62045,SRR18584972,SRR18584974
Ruminococcus_torques_62045,SRR18584972,SRR18584980
Ruminococcus_torques_62045,SRR18584972,SRR18585178
Ruminococcus_torques_62045,SRR18584972,SRR18585179
Ruminococcus_torques_62045,SRR18584972,SRR18585181
Ruminococcus_torques_62045,SRR18584972,SRR18585182
Ruminococcus_torques_62045,SRR18584972,SRR18585273
Ruminococcus_torques_62045,SRR18584974,SRR18584980
Ruminococcus_torques_62045,SRR18584974,SRR18585178
Ruminococcus_torques_62045,SRR18584974,SRR18585179
Ruminococcus_torques_62045,SRR18584974,SRR18585181
Ruminococcus_torques_62045,SRR18584974,SRR18585182
Ruminococcus_torques_62045,SRR18584974,SRR18585273
Ruminococcus_torques_62045,SRR18584980,SRR18585178
Ruminococcus_torques_62045,SRR18584980,SRR18585179
Ruminococcus_torques_62045,SRR18584980,SRR18585181
Ruminococcus_torques_62045,SRR18584980,SRR18585182
Ruminococcus_torques_62045,SRR18584980,SRR18585273
Ruminococcus_torques_62045,SRR18585006,SRR18585200
Ruminococcus_torques_62045,SRR18585006,SRR18585201
Ruminococcus_torques_62045,SRR18585006,SRR18585203
Ruminococcus_torques_62045,SRR18585065,SRR18585218
Ruminococcus_torques_62045,SRR18585087,SRR18585088
Ruminococcus_torques_62045,SRR18585087,SRR18585090
Ruminococcus_torques_62045,SRR18585087,SRR18585091
Ruminococcus_torques_62045,SRR18585087,SRR18585093
Ruminococcus_torques_62045,SRR18585087,SRR18585095
Ruminococcus_torques_62045,SRR18585088,SRR18585090
Ruminococcus_torques_62045,SRR18585088,SRR18585091
Ruminococcus_torques_62045,SRR18585088,SRR18585093
Ruminococcus_torques_62045,SRR18585088,SRR18585095
Ruminococcus_torques_62045,SRR18585090,SRR18585091
Ruminococcus_torques_62045,SRR18585090,SRR18585093
Ruminococcus_torques_62045,SRR18585090,SRR18585095
Ruminococcus_torques_62045,SRR18585091,SRR18585093
Ruminococcus_torques_62045,SRR18585091,SRR18585095
Ruminococcus_torques_62045,SRR18585093,SRR18585095
Ruminococcus_torques_62045,SRR18585120,SRR18585122
Ruminococcus_torques_62045,SRR18585120,SRR18585268
Ruminococcus_torques_62045,SRR18585120,SRR18585269
Ruminococcus_torques_62045,SRR18585122,SRR18585268
Ruminococcus_torques_62045,SRR18585122,SRR18585269
Ruminococcus_torques_62045,SRR18585178,SRR18585179
Ruminococcus_torques_62045,SRR18585178,SRR18585181
Ruminococcus_torques_62045,SRR18585178,SRR18585182
Ruminococcus_torques_62045,SRR18585178,SRR18585273
Ruminococcus_torques_62045,SRR18585179,SRR18585181
Ruminococcus_torques_62045,SRR18585179,SRR18585182
Ruminococcus_torques_62045,SRR18585179,SRR18585273
Ruminococcus_torques_62045,SRR18585181,SRR18585182
Ruminococcus_torques_62045,SRR18585181,SRR18585273
Ruminococcus_torques_62045,SRR18585182,SRR18585273
Ruminococcus_torques_62045,SRR18585200,SRR18585201
Ruminococcus_torques_62045,SRR18585200,SRR18585203
Ruminococcus_torques_62045,SRR18585201,SRR18585203
Ruminococcus_torques_62045,SRR18585268,SRR18585269
Streptococcus_thermophilus_54772,SRR18585042,SRR18585095
Streptococcus_thermophilus_54772,SRR18585042,SRR18585098
Streptococcus_thermophilus_54772,SRR18585042,SRR18585244
Streptococcus_thermophilus_54772,SRR18585042,SRR18585255
Streptococcus_thermophilus_54772,SRR18585095,SRR18585098
Streptococcus_thermophilus_54772,SRR18585095,SRR18585244
Streptococcus_thermophilus_54772,SRR18585095,SRR18585255
Streptococcus_thermophilus_54772,SRR18585098,SRR18585244
Streptococcus_thermophilus_54772,SRR18585098,SRR18585255
Streptococcus_thermophilus_54772,SRR18585120,SRR18585263
Streptococcus_thermophilus_54772,SRR18585120,SRR18585265
Streptococcus_thermophilus_54772,SRR18585120,SRR18585268
Streptococcus_thermophilus_54772,SRR18585120,SRR18585269
Streptococcus_thermophilus_54772,SRR18585120,SRR18585270
Streptococcus_thermophilus_54772,SRR18585244,SRR18585255
Streptococcus_thermophilus_54772,SRR18585263,SRR18585265
Streptococcus_thermophilus_54772,SRR18585263,SRR18585268
Streptococcus_thermophilus_54772,SRR18585263,SRR18585269
Streptococcus_thermophilus_54772,SRR18585263,SRR18585270
Streptococcus_thermophilus_54772,SRR18585265,SRR18585268
Streptococcus_thermophilus_54772,SRR18585265,SRR18585269
Streptococcus_thermophilus_54772,SRR18585265,SRR18585270
Streptococcus_thermophilus_54772,SRR18585268,SRR18585269
Streptococcus_thermophilus_54772,SRR18585268,SRR18585270
Streptococcus_thermophilus_54772,SRR18585269,SRR18585270
Sutterella_wadsworthensis_56828,SRR18584973,SRR18585003
Sutterella_wadsworthensis_56828,SRR18584973,SRR18585027
Sutterella_wadsworthensis_56828,SRR18584973,SRR18585084
Sutterella_wadsworthensis_56828,SRR18584973,SRR18585088
Sutterella_wadsworthensis_56828,SRR18584973,SRR18585089
Sutterella_wadsworthensis_56828,SRR18584973,SRR18585090
Sutterella_wadsworthensis_56828,SRR18584973,SRR18585093
Sutterella_wadsworthensis_56828,SRR18584973,SRR18585094
Sutterella_wadsworthensis_56828,SRR18585003,SRR18585027
Sutterella_wadsworthensis_56828,SRR18585003,SRR18585084
Sutterella_wadsworthensis_56828,SRR18585003,SRR18585088
Sutterella_wadsworthensis_56828,SRR18585003,SRR18585089
Sutterella_wadsworthensis_56828,SRR18585003,SRR18585090
Sutterella_wadsworthensis_56828,SRR18585003,SRR18585093
Sutterella_wadsworthensis_56828,SRR18585003,SRR18585094
Sutterella_wadsworthensis_56828,SRR18585027,SRR18585084
Sutterella_wadsworthensis_56828,SRR18585027,SRR18585088
Sutterella_wadsworthensis_56828,SRR18585027,SRR18585089
Sutterella_wadsworthensis_56828,SRR18585027,SRR18585090
Sutterella_wadsworthensis_56828,SRR18585027,SRR18585093
Sutterella_wadsworthensis_56828,SRR18585027,SRR18585094
Sutterella_wadsworthensis_56828,SRR18585057,SRR18585062
Sutterella_wadsworthensis_56828,SRR18585084,SRR18585088
Sutterella_wadsworthensis_56828,SRR18585084,SRR18585089
Sutterella_wadsworthensis_56828,SRR18585084,SRR18585090
Sutterella_wadsworthensis_56828,SRR18585084,SRR18585093
Sutterella_wadsworthensis_56828,SRR18585084,SRR18585094
Sutterella_wadsworthensis_56828,SRR18585088,SRR18585089
Sutterella_wadsworthensis_56828,SRR18585088,SRR18585090
Sutterella_wadsworthensis_56828,SRR18585088,SRR18585093
Sutterella_wadsworthensis_56828,SRR18585088,SRR18585094
Sutterella_wadsworthensis_56828,SRR18585089,SRR18585090
Sutterella_wadsworthensis_56828,SRR18585089,SRR18585093
Sutterella_wadsworthensis_56828,SRR18585089,SRR18585094
Sutterella_wadsworthensis_56828,SRR18585090,SRR18585093
Sutterella_wadsworthensis_56828,SRR18585090,SRR18585094
Sutterella_wadsworthensis_56828,SRR18585093,SRR18585094
